Index,MaternalLine,FlowerHead,PlantingDate,FirstLeafDate,State,County,Latitude,Longitude,TemporaryID,TransplantDate,Species,OriIndex,RanTray,TrayPosition,Date.1,Surv.1,numRos.1,numStem.1,stemDia.1,stemLength.1,numLeaf.1,leafLong.1,leafWide.1,flwrBud.1,flwrOpen.1,fruitPres.1,fruitDeh.1,Date.2,Surv.2,flwrBud.2,flwrOpen.2,fruitPres.2,fruitDeh.2,Date.3,Surv.3,leafLong.3,leafWide.3,flwrBud.3,flwrOpen.3,fruitPres.3,fruitDeh.3,Date.4,Surv.4,flwrBud.4,flwrOpen.4,fruitPres.4,fruitDeh.4,Date.5,Surv.5,flwrBud.5,flwrOpen.5,fruitPres.5,fruitDeh.5,Date.6,Surv.6,numFlowerStem.6,leafLong.6,leafWide.6,Date.7,flwrBud.7,flwrOpen.7,fruitPres.7,fruitDeh.7,Date.8,Surv.8,flwrBud.8,flwrOpen.8,fruitPres.8,fruitDeh.8,Date.9,Surv.9,flwrBud.9,flwrOpen.9,fruitPres.9,fruitDeh.9,Date.10,Surv.10,numFlowerStem.10,leafLong.10,leafWide.10,Date.11,Surv.11,flwrBud.11,flwrOpen.11,fruitPres.11,fruitDeh.11,Date.12,Surv.12,flwrBud.12,flwrOpen.12,fruitPres.12,fruitDeh.12,Date.13,Surv.13,flwrBud.13,flwrOpen.13,fruitPres.13,fruitDeh.13,Date.14,Surv.14,flwrBud.14,flwrOpen.14,fruitPres.14,fruitDeh.14,Date.15,Surv.15,flwrBud.15,flwrOpen.15,fruitPres.15,fruitDeh.15,leafArea.10,Id,Accession,Planting,Taxon,Area,Bed,Inventory.Date,Status,Plant.Count,Planting.Material.Type,Source,Provenance,Property,Ipen,Restriction,Date.received,Quantity.received,Country,Collector,Collection.Date,Sampling.method,EO.ID,EO.number,Property.ownership,Locality,Location.Details,Notes.on.Habitat.and.soil,Family
88,2021-0838-1,11,3/31/24,4/9/24,Tennessee,Montgomery,36.501393,-87.318045,20-6-3,4/26/24,Physaria globosa,441,8,T20R6C3,5/14/24,Y,0,1,0.8,2.6,10,3.6,1.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.4,2.4,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.6,2.8,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7,2.9,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,7051.418757524542,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
89,2021-1838-2,16,3/22/24,3/29/24,Tennessee,Davidson,36.20801,-86.960244,17-1-7,4/26/24,Physaria globosa,189,8,T17R1C7,5/14/24,Y,4,1,1.24,3.9,32,6.6,2.6,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.5,2.8,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.6,2.8,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,9,2.8,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6919.08028783577,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
90,2021-0838-1,11,4/3/24,4/12/24,Tennessee,Montgomery,36.501393,-87.318045,21-1-4,4/26/24,Physaria globosa,452,8,T21R1C4,5/14/24,Y,0,1,0.95,5.3,13,5.3,2.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.9,2.7,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.1,2.8,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.3,2.8,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,7026.543945659343,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
91,2021-1841-1,9,3/21/24,3/29/24,Kentucky,Franklin,38.222717,-84.856916,16-1-3,4/26/24,Physaria globosa,119,8,T16R1C3,5/14/24,Y,0,1,0.98,3.8,14,2,1.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,4.9,3,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,5.3,3.2,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,5.7,3.3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,2705.6933962519925,1275505,2021-1841,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,287,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1841,Project specific use only,2021-07-16T00:00:00,362,United States,"Powell, Emily",05 Jul 2021,Maternal Lines,,18,State,Cove Spring Park,,,Brassicaceae
92,2021-1838-2,23,3/24/24,3/31/24,Tennessee,Davidson,36.20801,-86.960244,18-2-6,4/26/24,Physaria globosa,269,8,T18R2C6,5/14/24,Y,2,1,1.47,8,20,6.7,3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.3,3,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.2,3,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.2,3.1,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6203.381559421244,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
93,2021-1839-2,6,3/26/24,4/2/24,Tennessee,Cheatham,36.213903,-86.983695,19-5-10,4/26/24,Physaria globosa,372,8,T19R5C10,5/14/24,Y,2,1,1.14,8.4,33,6.3,2.6,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.1,3.1,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.7,3.1,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8,3.1,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6754.665507710939,1290440,2021-1839,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,324,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1839,Project specific use only,2021-06-01T00:00:00,5793,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,10236,10,Local/Public-County,McMinn's Bluff #3,"From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",Brassicaceae
94,2018-1133-2,12,3/26/24,4/3/24,Tennessee,Trousdale,36.37351,-86.17156,19-3-9,4/26/24,Physaria globosa,349,8,T19R3C9,5/14/24,Y,1,1,1.13,6.8,21,6.4,2.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8,3,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.8,3,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.8,3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,7408.063012659219,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
95,2021-1839-2,4,4/3/24,4/10/24,Tennessee,Cheatham,36.213903,-86.983695,21-1-7,4/26/24,Physaria globosa,455,8,T21R1C7,5/14/24,Y,2,1,1.28,7.3,16,6.5,2.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,9.2,3.1,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.3,3.4,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.9,3.3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,8715.05239498684,1290440,2021-1839,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,324,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1839,Project specific use only,2021-06-01T00:00:00,5793,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,10236,10,Local/Public-County,McMinn's Bluff #3,"From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",Brassicaceae
96,2021-1839-2,4,3/28/24,4/4/24,Tennessee,Cheatham,36.213903,-86.983695,20-2-12,4/26/24,Physaria globosa,407,8,T20R2C12,5/14/24,Y,0,1,0.72,4.1,8,4.7,2.3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.6,3.5,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.8,3.5,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.5,2.8,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,9022.855717506334,1290440,2021-1839,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,324,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1839,Project specific use only,2021-06-01T00:00:00,5793,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,10236,10,Local/Public-County,McMinn's Bluff #3,"From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",Brassicaceae
97,2018-1133-2,15,3/24/24,4/3/24,Tennessee,Trousdale,36.37351,-86.17156,18-3-6,4/26/24,Physaria globosa,278,9,T18R3C6,5/14/24,Y,2,1,1.64,6.3,32,7,3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.2,2.7,0,0,N,N ,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.2,2.6,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.3,2.6,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,4506.004867926529,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
98,2021-0838-1,4,3/19/24,4/1/24,Tennessee,Montgomery,36.501393,-87.318045,14-2-6,4/26/24,Physaria globosa,12,9,T14R2C6,5/14/24,Y,2,1,1.4,9.8,16,5.5,2.3,Y,N ,N ,N ,5/21/24,Y,Y,Y,N,N,5/28/24,Y,5.7,2.4,4,16,Y,N ,5/31/24,Y,0,18,Y,N,6/3/24,Y,6,16,11,0,6/4/24,Y,17,5.6,2.2,6/5/24,17,14,16,0,6/7/24,Y,16,9,16,0,6/10/24,Y,12,11,16,0,6/11/24,Y,0,3.5,1.3,6/12/24,Y,16,14,18,0,6/14/24,Y,17,8,17,0,6/17/24,Y,15,11,17,0,6/19/24,Y,15,7,17,0,6/24/24,Y,5,8,17,0,6581.081208150745,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
99,2021-1836-2,5,4/1/24,4/9/24,Tennessee,Cheatham,36.1432,-87.0232,20-6-9,4/26/24,Physaria globosa,445,9,T20R6C9,5/14/24,Y,0,1,0.71,7,11,4.2,1.8,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.4,2.8,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.9,3,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.3,3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6965.17085055142,1290385,2021-1836,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1616,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1836,Project specific use only,2021-06-01T00:00:00,3617,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,6678,1,Local/Public-County,Unknown,"From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",Brassicaceae
100,2021-0838-1,6,3/21/24,3/30/24,Tennessee,Montgomery,36.501393,-87.318045,15-4-10,4/26/24,Physaria globosa,92,9,T15R4C10,5/14/24,Y,5,1,1.82,6.9,20,7.7,2.8,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8,2.7,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.3,2.5,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8,2.6,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5028.5119777974505,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
101,2021-1843-2,39,3/26/24,4/4/24,Kentucky,Franklin,38.210077,-84.885952,19-5-4,4/26/24,Physaria globosa,367,9,T19R5C4,5/14/24,Y,0,1,1.2,8.7,15,8.9,3.5,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,12.2,4,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,12,4.1,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,12,4.2,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,9126.388192911674,1290441,2021-1843,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,262,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1843,Project specific use only,2021-07-22T00:00:00,1295,United States,"Rogers, Devin",11 Jun 2021,Maternal Lines,,7,Private,Bald Knob,,,Brassicaceae
102,2023-0185-2,10,3/22/24,3/29/24,Indiana,Posey,37.824189,-88.003202,17-1-9,4/26/24,Physaria globosa,191,9,T17R1C9,5/14/24,Y,1,1,1.51,3.6,15,7.5,2.8,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,10,2.8,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,9.8,2.8,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,10.4,3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6304.591284275388,1290444,2023-0185,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1041,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2023-0185,Project specific use only,2021-06-28T00:00:00,3180,United States,"Dell, Noah",28 Jun 2021,,,1,State,Bonebank Rd.,"From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.",,Brassicaceae
103,2021-1838-2,22,3/23/24,3/30/24,Tennessee,Davidson,36.20801,-86.960244,17-4-4,4/26/24,Physaria globosa,222,9,T17R4C4,5/14/24,Y,0,1,1.36,7.1,25,6.2,3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.4,3.1,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.7,3.1,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6.5,3.2,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,3903.508643362691,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
103,2021-1838-2,22,3/23/24,3/30/24,Tennessee,Davidson,36.20801,-86.960244,17-4-4,4/26/24,Physaria globosa,222,9,T17R4C4,5/14/24,Y,0,1,1.36,7.1,25,6.2,3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.4,3.1,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.7,3.1,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6.5,3.2,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,3870.708295620927,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
104,2021-0838-1,10,3/22/24,4/1/24,Tennessee,Montgomery,36.501393,-87.318045,17-1-1,4/26/24,Physaria globosa,183,9,T17R1C1,5/14/24,Y,4,3,1.08,5.7,29,5.7,2.1,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.2,2.9,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.8,2.9,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7,3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5637.73834778682,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
105,2018-1133-2,12,3/24/24,4/1/24,Tennessee,Trousdale,36.37351,-86.17156,18-1-10,4/26/24,Physaria globosa,262,9,T18R1C10,5/14/24,Y,2,1,1.24,6.4,16,5.5,2.3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.4,2.4,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.1,2.4,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6.3,2.1,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5293.854642751384,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
106,2021-1838-2,17,3/23/24,4/1/24,Tennessee,Davidson,36.20801,-86.960244,17-3-7,4/26/24,Physaria globosa,213,9,T17R3C7,5/14/24,Y,2,1,1.16,6.9,26,7.2,3.1,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.2,3.4,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.8,3.5,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.8,3.6,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6897.597274892608,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
